latitude,longitude
14.50297833,112.3121767
8.32856,110.339875
8.634383333,109.52245
17.97143,113.505485
14.98972167,115.9730483
6.439688333,114.1617983
13.255285,115.138665
16.27786167,118.1610817
12.32333333,114.2933333
15.03733333,119.6210667
11.32472833,110.86373
15.25906833,116.2307733
14.10666667,117.4233333
9.486938333,110.716205
8.687025,108.6488183
8.465653333,110.192305
11.770195,113.019905
12.13782833,113.3706
9.493896667,110.715715
19.08736833,118.6996933
12.902965,113.1363917
15.25688,120.0115633
15.256875,120.0115267
5.886195,114.31603
19.99100667,115.6847683
15.23067167,119.4547683
17.38834333,118.71063
15.54647,116.2573833
9.819476667,109.2966733
22.507905,119.8232417
13.67463167,119.332715
21.81629167,119.48142
12.39833333,113.5483333
8.430746667,110.419355
13.850555,110.26733
10.00029833,110.8053583
17.41881333,114.8059633
18.74223833,118.268515
19.30276,118.7961517
13.18779333,112.95442
12.04055167,112.101035
9.3503,111.4248
15.26665333,115.2583333
12.516835,109.2573683
19.73315167,119.88296
16.24166667,109.9966667
12.8006,113.1258517
10.636495,112.1284367
19.13371667,116.3859833
13.03666667,112.4866667
14.86460667,119.1220233
16.1952,119.3857217
16.86329167,116.4825167
13.66433667,111.5789667
12.507185,110.7346267
10.913245,111.07785
5.330876667,113.8889333
4.843333333,113.125
8.924316667,110.1025667
9.878333333,111.455
8.197766667,109.7642333
15.96628333,119.5348617
6.333686667,114.4188283
11.45465833,109.9038383
12.51777833,109.2586233
14.69826667,120.0762667
7.81,108.8616667
7.9767,109.0042217
15.44741167,116.02461
15.44351333,119.53518
8.032915,108.9487633
13.08087833,109.4612567
7.767355,108.825755
22.07571667,119.6156167
22.70871667,119.8007167
12.51770667,109.2582017
10.20941667,111.7312417
21.44848333,119.2815333
13.829925,119.738235
19.81978333,119.6996633
16.93343667,119.0717583
18.61769,118.8961467
13.43168167,114.000985
12.74776333,109.5012
8.46855,108.9389667
12.12038333,109.3955167
15.2404,113.1075167
14.537885,119.55342
19.75002167,119.6186567
6.675083333,108.3877917
12.48648833,109.7234633
19.12542,118.923445
17.93440833,111.3579717
20.208995,120.0022617
17.19666667,116.8966667
17.653905,117.4174633
9.469906667,111.0181717
12.27044333,114.0092083
16.37560667,118.4002767
13.78409167,109.2409067
18.27505,119.2546
6.674595,108.3850783
20.276225,114.9326233
15.4847,118.81152
10.50188833,112.7481733
7.07351,108.9735167
19.58,118.8183333
16.89594833,117.00605
7.166475,109.43923
21.68348333,117.0927333
20.27031,114.9268783
22.68999667,119.756995
20.69089,116.2337667
21.73839833,119.0722033
20.266195,115.3861083
9.89385,110.9879333
22.74133667,119.8841467
12.30108333,111.6027667
7.75215,108.8719
13.35833333,120.1016667
12.664765,113.7506267
22.77566,119.9615517
11.89908167,113.20095
22.44725167,119.9307883
14.84322333,115.474085
14.24982333,112.3920033
20.26193333,114.3383017
8.83655,108.72685
9.586666667,110.2183333
10.55399667,111.7527867
20.09644833,113.9588583
16.124725,113.4313467
15.45057833,119.7135067
13.24883833,120.0733767
22.19403333,118.76515
11.38051167,111.30852
22.48691833,119.9227867
22.48028333,119.90713
14.25284667,112.3252667
19.28580667,119.3231733
15.96868333,119.4919667
15.11907833,116.09769
17.23666667,114.7416667
4.846966667,113.7524667
9.418998333,109.154915
16.87114667,119.5302217
15.78725,119.5146
20.02435,113.659265
9.73627,109.2467733
15.67833333,112.5983333
8.356636667,108.713525
15.62086667,119.5361167
11.395,115.0333333
13.706555,114.8133217
9.426913333,111.00404
11.980535,113.2212917
14.72510833,119.88248
15.25687,120.0115367
16.625,115.65
13.00159833,109.74005
12.93963667,109.73995
7.540488333,108.64985
22.52931833,119.805795
22.53015667,119.867585
13.97333333,112.0133333
20.82373333,114.57752
12.86704667,109.4075267
12.405,113.5533333
8.300383333,109.5859667
8.274516667,109.0764167
19.673085,119.1377583
19.71946,119.17873
20.03874,119.4815
20.297435,119.7168283
14.23821667,113.77584
15.600215,114.8047933
10.064625,111.8258833
14.96106167,115.0004
6.766666667,109.5916667
6.885,109.81
12.96279833,113.27337
9.570723333,110.387565
14.87638667,119.1261217
15.93951667,119.3828883
8.75246,110.6428317
9.586128333,111.3858317
15.05428333,113.0731667
13.92363667,119.7061667
7.899243333,108.9344433
11.057705,109.66375
7.972733333,108.53525
9.925366667,110.01115
8.196305,109.2881183
15.00790667,119.5246417
11.10491167,108.823975
11.82238333,112.85431
15.87115667,119.5368867
9.792491667,110.5567267
8.034415,108.950445
8.033158333,108.9485067
5.146666667,112.425
20.84927333,114.761995
11.90233167,109.31318
14.155,119.6733333
13.83240833,119.7374083
10.25172833,111.3535967
12.51768167,109.2581817
13.22640167,119.4657033
18.49083333,118.7246617
17.30299667,117.8025667
11.25017333,113.01274
11.54525333,113.1400833
6.997113333,108.6275033
12.23028833,114.8918083
18.077705,111.0860567
14.363685,115.196765
13.42666667,109.4214833
18.13169333,114.0170417
19.00288333,118.7217
15.03502667,117.4763917
17.469835,114.8736567
11.51132333,112.8934717
8.778033333,109.1363333
8.415666667,108.89945
18.75138333,118.3053
22.77277,119.899985
22.705655,119.9463067
15.29094167,112.4557983
6.674675,108.38641
11.96036667,112.16415
7.164438333,109.665065
19.83554167,119.6256517
17.52166667,111.045
7.318593333,109.162365
15.17384833,112.3538133
17.38382,117.10703
14.406775,114.462305
16.27951833,118.1667017
7.158581667,110.43328
11.75272,109.2641317
22.24630667,119.41261
19.75166667,115.615
15.935,115.4583333
6.674633333,108.3858417
8.698366667,108.5843167
15.718385,115.596785
22.785265,119.8105867
20.363285,119.7988617
22.785265,119.8105867
17.963295,117.7635867
9.7802,111.3392667
6.674865,108.3836533
20.46036833,115.2404833
17.4067,116.8879333
15.17302,112.6358817
17.20088833,111.229025
16.13604,119.4994617
6.961981667,108.7881417
11.87737167,109.1546383
19.36155667,118.6189
13.422315,113.4605367
18.51468333,119.4954
11.39533333,112.72945
17.21084833,118.5835233
12.42584167,113.00714
6.463333333,114.17
18.38875833,119.9653417
14.59,109.91
22.39475,119.4517683
15.21624167,114.6159767
13.67170667,112.9265733
14.50962833,114.4433917
7.429991667,109.1926883
9.850456667,110.4463967
11.72387667,109.2725183
14.278625,119.841185
8.36649,108.7151067
22.23998333,118.8232667
8.132125,109.5821417
20.15532833,113.972555
16.993155,117.8536333
8.356223333,108.71475
16.27346667,119.5164
9.986666667,117.6533333
15.966295,119.4627833
9.707816667,108.69428
17.19273333,119.7339333
20.15033333,119.2736667
8.385996667,110.3586667
16.635105,119.6013667
15.82203667,116.7526583
17.48333333,119.8105
10.76523833,111.1548633
8.031736667,108.5751683
19.89866667,119.2926533
17.25260167,118.0952833
15.72851667,119.6459417
13.583185,114.72183
16.581695,111.0629617
10.45110167,111.8730083
11.31756833,112.6227067
13.27945167,113.72975
17.04833333,118.495
15.25689833,120.011565
15.25684833,120.0115317
7.716455,108.7974517
15.35590333,119.415465
15.49275333,119.37366
16.96499,118.86395
22.57864,119.94263
20.823975,114.5773933
15.200555,115.393255
7.504766667,109.2410117
12.259455,110.4903
10.62915667,110.709785
10.09065167,110.79401
9.414785,110.8841433
18.77180333,118.2987983
19.831835,119.2864183
14.28008,113.8055067
14.34602333,113.85229
14.72883167,114.135405
15.02828833,115.05987
10.49663333,108.9519017
21.377,118.3861
6.763333333,113.9716667
20.67233167,116.0403967
8.816873333,108.6153333
8.962171667,108.7354333
7.577656667,109.42648
8.420633333,108.9615167
8.987405,110.886965
12.50291167,109.2646267
8.603333333,109.935
14.50758333,115.0688667
8.41911,110.2936033
8.388133333,108.9336
8.792616667,109.2563667
12.23801667,114.60735
15.946415,115.8721167
9.339333333,109.6955333
19.90069333,118.1507483
7.566666667,109.1516667
18.24376667,111.8129
16.90893167,111.1168533
21.68657667,119.52745
18.09217833,116.9693183
14.607735,114.74717
13.732125,119.6465817
16.54954333,119.6617467
17.94166667,114.52
12.51779333,109.2587983
12.19666667,109.1983333
18.52062,119.1066983
19.33,119.9516667
8.099903333,109.1091583
8.283245,109.265165
11.50841333,112.579935
10.590425,111.786275
8.033345,108.9488833
20.09163833,113.6260117
8.033328333,108.9488683
10.622155,111.7590017
17.810545,115.2888583
14.13981333,110.383285
10.80238167,111.918435
14.43192333,115.2486583
15.22407833,115.86509
18.86903,118.6370883
22.20118333,119.6605333
11.59997833,113.155605
11.217295,112.3286067
11.75040333,114.2866183
18.91371167,118.5714233
22.47563333,119.9896333
8.23634,109.3326233
10.41881833,111.5508433
11.23519833,112.9848767
13.46785,114.036045
10.05696667,110.0206333
7.955443333,109.059925
16.87120667,116.5279817
13.175,109.7416667
19.07833333,118.7533333
15.52721667,113.2543
18.87153333,118.5832333
17.85193667,111.2949117
17.87841167,111.3151017
12.98510667,112.769775
20.27333333,114.9283333
15.710995,116.9953133
16.08056333,117.7419767
16.278375,119.51323
13.89622,113.8675133
11.97878333,109.4768233
6.91125,108.8504367
7.166166667,110.7020967
19.65089667,119.4431667
15.81431333,119.4778667
15.75735333,119.4798267
16.18020833,119.503835
14.83512167,119.5685117
20.11384833,119.341845
17.77796667,118.7565
20.21947833,115.9571217
9.467,111.07915
12.1304,112.3730083
9.33223,111.7871817
18.84353833,118.1199917
21.868315,119.16007
14.73658167,110.2606433
22.48095667,119.5735883
18.13790667,116.37469
15.96221833,116.4404367
13.52273167,113.0623083
17.81097833,113.77691
13.615145,120.0655867
15.80679333,112.67665
6.756753333,108.709575
8.359733333,108.7008383
7.818691667,108.788625
11.26918833,112.3812083
14.40833333,114.6283333
10.10543167,110.933425
7.688673333,108.8044367
14.99088333,115.9741433
14.51448333,119.6950167
10.14909,111.256895
12.23729,114.66837
7.28907,109.0925333
16.38148167,113.5872933
20.48649833,119.2485067
12.376145,114.2461833
8.820441667,110.490665
12.61796333,113.7834633
12.89663833,113.3965967
16.97813167,118.4906667
11.97456667,112.4439733
5.621666667,113.7383333
15.25692,120.0115933
15.57993667,119.3394133
9.635538333,109.0752433
16.71961333,113.1883167
9.280833333,108.9201667
12.86701,109.4075317
16.01366667,112.88642
19.030615,116.5279317
18.95821833,116.4495783
13.60104333,114.3462467
7.807558333,109.6430033
11.07490667,110.655955
10.44717167,110.73667
9.935166667,110.8142133
15.529265,114.7507233
13.534625,113.72813
13.95229167,114.102035
6.745266667,109.6006
14.256825,115.55487
18.359045,112.2081167
21.82,118.7866667
19.54241667,116.7501167
14.27323333,115.6042067
8.965651667,109.8364483
20.83027333,114.8656267
8.980528333,109.5945383
15.33897667,115.319285
11.36169667,111.9387467
8.855586667,110.74502
13.81265,119.7682867
10.74318,111.3929867
13.15698333,115.7353333
21.23207,119.03538
8.29655,109.1507
11.20649167,109.7015467
17.62396333,119.9041367
8.033036667,108.9495433
20.84014,114.78131
11.25612167,112.3622967
12.32074833,119.0241417
8.033321667,108.948665
8.560603333,109.70379
9.622116667,110.4073783
11.357275,112.4433117
9.145313333,110.2533083
10.01633333,109.291
17.41528,118.96431
15.24370333,117.2560883
16.98166667,119.0583333
17.98511333,118.8400667
8.43695,108.6922333
11.67101167,112.7289917
8.437366667,108.6928333
20.83680333,114.7791083
9.312583333,110.9343317
9.56769,111.1604267
14.251115,115.1154717
18.84757833,118.6419917
13.68463833,119.8049483
16.22715833,116.2071917
16.83755667,117.463995
17.21027667,111.1480467
22.357965,119.8902833
11.84561667,109.3193167
19.43908167,119.234415
15.16164667,115.05999
22.76329833,119.868295
14.52165,111.8057717
22.712625,119.8806383
19.20919833,119.0055433
13.73927167,113.87588
7.169615,108.7237783
13.30356667,112.1155333
15.73756667,113.3633333
12.38256167,113.0149767
12.65152833,113.2493333
11.51526667,113.512975
14.11510833,114.21523
17.87,117.6616667
15.53651833,116.700535
16.09441667,117.7692383
16.22382,118.0377683
16.39440667,118.4568617
15.66008667,119.4861233
18.32992167,111.9305
18.19831833,118.0403967
12.08334167,109.508515
22.233255,119.9825433
10.75921833,113.086295
7.651645,109.2637583
12.58047,112.7076067
11.877905,109.1548083
8.707983333,108.5986
22.44219833,119.8493383
18.26712667,114.5268667
17.70726667,117.1262
22.845765,119.9874217
7.640566667,109.248
17.57608333,117.02175
12.38333333,114.475
10.58765,110.7088167
9.447183333,110.3161167
20.12394833,115.4734717
17.60327333,118.8788167
13.48324167,113.5147967
14.679075,109.1894667
14.7881,111.8923
15.83503333,119.5097
15.48865,119.9105167
15.47833167,119.9181817
10.02865833,110.8775833
11.05783,111.2069117
17.57305167,114.1093683
22.82652,119.9937317
7.872683333,108.9477667
6.020861667,110.0271483
9.479343333,109.0675233
15.54204333,119.93708
19.12600167,119.33416
15.40044333,119.5237367
16.35255667,113.741935
16.29599,113.643785
17.13968333,119.72085
17.12258333,111.036805
16.1641,119.57742
14.683895,109.1877117
15.58733333,119.5416167
16.05832833,119.6500983
11.14666667,115.165
8.344908333,108.6830433
8.356241667,108.7142867
8.356735,108.7134533
10.14988,111.2569467
13.53792167,114.687695
16.45666667,111.0466667
13.73885,109.2738667
9.160706667,110.76944
9.452515,109.824455
15.25687667,120.011525
14.78302333,119.6329167
15.14997667,119.4872817
15.80564,119.2654
18.49100833,118.8209967
13.74666667,109.2616667
22.608885,119.98394
19.5039,113.54618
20.852415,114.5960583
20.865325,114.5952383
6.930696667,108.55656
16.87095833,116.4610117
8.370416667,110.865
7.15356,108.575155
7.43534,109.1423267
8.721666667,110.7866667
19.49870667,118.969525
13.44811333,113.151905
12.50291667,109.2646167
13.749935,113.9176017
12.51686167,109.2574517
9.177891667,108.91076
19.99666667,117.1466667
15.16476,115.18464
17.45336,117.0274367
12.733785,113.0660017
8.86474,108.65498
7.091343333,108.9869267
10.82784833,112.296735
8.171486667,109.1676133
16.24549667,113.1526717
16.59166667,113.1966667
7.867666667,108.9628967
21.79231667,118.76115
8.318153333,110.0451467
15.59370167,119.4483867
12.03,110.0883333
8.518266667,109.0439
6.675773333,108.645715
15.65039167,119.4386217
6.753955,108.5798717
12.92133333,115.44705
8.7811,109.4054
17.13498833,111.14284
8.856066667,109.444
8.4859,109.0171667
21.70610333,119.5387383
12.28220167,112.8486783
18.22486333,116.8858267
11.83778833,109.2134117
20.83815667,114.7787233
15.392005,119.5338833
20.84716833,114.7641233
15.83500833,119.537475
6.74,114.735
14.62091,109.1968667
8.032975,108.9496967
17.06209167,119.04012
18.48833333,118.7233333
19.799745,119.6781383
10.87800833,112.6316883
8.122141667,108.7364333
13.85800167,114.4241983
18.396715,118.6947433
20.60198667,115.2408383
15.73173333,116.7104117
22.14781667,120.0042567
22.71,119.8933333
13.12050333,113.7102817
12.59742833,115.3567133
18.05077,117.8666583
6.231166667,112.28152
7.166586667,108.512705
11.9933,111.4487333
8.5572,108.9944833
10.88586,113.2563017
15.67173333,115.4159
17.93666667,111.36
15.75846667,115.4412833
6.67492,108.387415
8.423773333,111.09933
14.55585,115.1648667
15.68225,115.4191333
15.92455,117.42668
15.61842667,119.49465
22.80316,119.90351
22.26598167,119.4917033
10.30702333,112.48949
10.46321333,112.6973117
12.308005,109.576945
18.69186667,119.6638
22.78101667,119.968775
8.000476667,110.96527
8.976546667,111.2767
13.90306167,113.29088
17.14736,116.8410383
6.674895,108.3871
7.63055,108.7707167
14.58596333,114.4170017
7.803593333,108.9091283
8.491153333,109.3709783
9.037866667,108.9718667
20.17795333,119.409235
16.45,111.7083333
16.13532667,116.592045
17.265,116.7744
15.69398667,119.4824317
15.48863333,119.9105167
6.826666667,113.9216667
8.709316667,110.4151
15.541985,119.9371733
17.09582,118.4977667
18.45797,112.011735
7.856458333,108.4992783
8.356596667,108.7137283
15.05133333,112.6163333
15.54206833,119.937
22.23043333,118.812
14.95619167,115.94135
17.17383667,118.5558633
10.37166667,114.36
16.04508,119.6512917
15.39311667,119.5721667
16.18887833,119.5740183
16.48425,119.56585
12.557845,115.1337783
15.88974,119.61893
16.05890333,119.5906633
16.082485,119.5879333
9.701908333,109.2408133
11.83809667,113.3370967
14.62836,109.2089883
14.64292167,109.20301
9.830715,109.3414883
15.67592,119.65456
8.96146,108.7613767
8.99112,110.626875
12.29114,113.5095867
12.47882833,113.0435817
12.01980667,112.4767167
15.26658,115.02916
15.25688667,120.011585
5.869145,114.2879517
16.17922833,115.3194517
16.125945,115.2783033
15.148935,114.4606767
12.75567,109.74857
18.25577667,111.4459517
15.21114333,119.4614133
16.01033,119.1984217
7.44,109.1033333
8.07419,109.7908933
21.931905,119.6096767
14.33311833,114.8177617
8.330916667,110.1487
7.166068333,108.6125617
8.163575,110.1147967
19.63249,119.0995067
4.944373333,112.9835417
12.51461333,109.2784633
15.46739833,118.4258533
17.07524667,119.6406483
11.62547667,112.18321
8.93392,108.7118333
14.78435667,119.601855
8.654218333,110.3465
11.18312833,109.69565
10.88267667,109.617435
8.349895,109.30531
12.70591667,111.9100833
7.948033333,109.6148667
9.006966667,109.5205
13.32648333,109.9418833
13.75119333,109.25684
13.56245833,111.5225683
20.54333333,115.9966667
21.94545833,119.72217
12.93166667,113.3333333
21.17485167,117.9387167
15.11611667,112.34831
9.738333333,110.5083333
20.84833333,114.76
8.051698333,108.9154083
14.32858833,120.00762
10.196,109.3288333
18.23927667,118.7809433
17.75498,118.8902417
7.771271667,108.8986867
16.54990333,114.034845
20.80666667,115.0566667
7.144271667,115.2869533
11.76442833,114.1876167
17.29213833,111.3088867
11.42666667,110.5066667
13.752415,114.320535
8.3,108.8083333
17.25,114.7333333
14.49529833,115.0495483
18.89166667,118.63
22.68718333,119.892315
22.808505,119.90438
14.15716167,114.2491367
7.684233333,109.29145
16.22896,119.508355
16.06055,119.4914833
19.97726,119.7629133
17.00575833,113.611705
12.52650833,112.8135333
15.69560167,116.9678933
16.23333333,118.0616667
7.163066667,108.973225
22.57051167,119.604255
22.47823,119.5719483
17.85633333,117.2564
22.39290167,119.4277783
15.49148,113.00783
15.78848333,115.9969333
19.66932167,119.7364767
14.485,114.42143
12.71402,112.99618
12.42115,114.221725
16.12412667,113.1848567
22.80228167,119.9711017
8.050645,109.1206117
16.57342,113.8899133
12.65183333,112.7767183
6.674651667,108.3846583
21.27333333,116.575
22.49077667,119.9440483
13.48180833,112.91372
9.193183333,110.4728833
6.815548333,108.6341183
11.45451167,109.9037433
8.90033,109.32611
12.19651667,113.9484683
17.76788333,118.7466167
8.86555,109.8138333
20.57774,115.1624567
7.325885,108.507505
11.08124667,111.9734033
12.085,112.355
14.58472167,113.9252733
11.51156667,112.833
13.98576333,113.933625
17.51111667,116.97065
17.06210333,118.47225
16.61445333,117.4772283
15.40658333,119.57035
17.8755,113.3545
7.849873333,108.5477467
7.98471,109.448365
20.31402,115.3502183
17.49329,116.779975
11.60988667,109.17625
8.356358333,108.7140233
16.48170333,113.956785
17.05965333,117.9149217
10.22169167,111.45753
15.957805,119.4636233
11.68028667,109.8527817
