latitude,longitude,value
15.05428333,113.0731667,4
13.92363667,119.7061667,4
7.899243333,108.9344433,2
11.057705,109.66375,2
7.972733333,108.53525,3
9.925366667,110.01115,2
8.196305,109.2881183,5
15.00790667,119.5246417,2
11.10491167,108.823975,3
11.82238333,112.85431,3
15.87115667,119.5368867,5
9.792491667,110.5567267,4
8.034415,108.950445,2
8.033158333,108.9485067,2
5.146666667,112.425,2
20.84927333,114.761995,5
11.90233167,109.31318,4
14.155,119.6733333,4
13.83240833,119.7374083,4
10.25172833,111.3535967,2
12.51768167,109.2581817,1
13.22640167,119.4657033,3
18.49083333,118.7246617,2
17.30299667,117.8025667,1
11.25017333,113.01274,5
11.54525333,113.1400833,1
6.997113333,108.6275033,3
12.23028833,114.8918083,2
18.077705,111.0860567,2
14.363685,115.196765,5
13.42666667,109.4214833,1
18.13169333,114.0170417,5
19.00288333,118.7217,2
15.03502667,117.4763917,4
17.469835,114.8736567,5
11.51132333,112.8934717,1
8.778033333,109.1363333,3
8.415666667,108.89945,1
18.75138333,118.3053,5
22.77277,119.899985,5
22.705655,119.9463067,5
15.29094167,112.4557983,4
6.674675,108.38641,5
11.96036667,112.16415,2
7.164438333,109.665065,3
19.83554167,119.6256517,1
17.52166667,111.045,2
7.318593333,109.162365,5
15.17384833,112.3538133,1
17.38382,117.10703,1
14.406775,114.462305,2
16.27951833,118.1667017,3
7.158581667,110.43328,1
11.75272,109.2641317,1
22.24630667,119.41261,5
19.75166667,115.615,1
15.935,115.4583333,4
6.674633333,108.3858417,3
8.698366667,108.5843167,4
15.718385,115.596785,2
22.785265,119.8105867,1
20.363285,119.7988617,3
22.785265,119.8105867,4
17.963295,117.7635867,1
9.7802,111.3392667,4
6.674865,108.3836533,4
20.46036833,115.2404833,4
17.4067,116.8879333,3
15.17302,112.6358817,1
17.20088833,111.229025,4
16.13604,119.4994617,5
6.961981667,108.7881417,2
11.87737167,109.1546383,3
19.36155667,118.6189,3
13.422315,113.4605367,1
18.51468333,119.4954,3
11.39533333,112.72945,2
17.21084833,118.5835233,3
12.42584167,113.00714,3
6.463333333,114.17,1
18.38875833,119.9653417,5
14.59,109.91,5
22.39475,119.4517683,4
15.21624167,114.6159767,4
13.67170667,112.9265733,2
14.50962833,114.4433917,4
7.429991667,109.1926883,1
9.850456667,110.4463967,1
11.72387667,109.2725183,3
14.278625,119.841185,5
8.36649,108.7151067,1
22.23998333,118.8232667,5
8.132125,109.5821417,4
20.15532833,113.972555,2
16.993155,117.8536333,5
8.356223333,108.71475,3
16.27346667,119.5164,4
9.986666667,117.6533333,1
15.966295,119.4627833,4
9.707816667,108.69428,5
17.19273333,119.7339333,3
20.15033333,119.2736667,5
8.385996667,110.3586667,1
16.635105,119.6013667,4
15.82203667,116.7526583,3
17.48333333,119.8105,5
10.76523833,111.1548633,2
8.031736667,108.5751683,5
19.89866667,119.2926533,3
17.25260167,118.0952833,5
15.72851667,119.6459417,3
13.583185,114.72183,4
16.581695,111.0629617,4
10.45110167,111.8730083,1
11.31756833,112.6227067,5
13.27945167,113.72975,4
17.04833333,118.495,2
15.25689833,120.011565,5
15.25684833,120.0115317,2
7.716455,108.7974517,1
15.35590333,119.415465,3
15.49275333,119.37366,5
16.96499,118.86395,2
22.57864,119.94263,4
20.823975,114.5773933,4
15.200555,115.393255,3
7.504766667,109.2410117,2
12.259455,110.4903,3
10.62915667,110.709785,3
10.09065167,110.79401,3
9.414785,110.8841433,2
18.77180333,118.2987983,2
19.831835,119.2864183,1
14.28008,113.8055067,1
14.34602333,113.85229,4
14.72883167,114.135405,1
15.02828833,115.05987,4
10.49663333,108.9519017,3
21.377,118.3861,4
6.763333333,113.9716667,3
20.67233167,116.0403967,5
8.816873333,108.6153333,5
8.962171667,108.7354333,1
7.577656667,109.42648,3
8.420633333,108.9615167,2
8.987405,110.886965,5
12.50291167,109.2646267,2
8.603333333,109.935,1
14.50758333,115.0688667,3
8.41911,110.2936033,4
8.388133333,108.9336,1
8.792616667,109.2563667,5
12.23801667,114.60735,5
15.946415,115.8721167,4
9.339333333,109.6955333,3
19.90069333,118.1507483,3
7.566666667,109.1516667,5
18.24376667,111.8129,1
16.90893167,111.1168533,1
21.68657667,119.52745,4
18.09217833,116.9693183,3
14.607735,114.74717,4
13.732125,119.6465817,4
16.54954333,119.6617467,3
17.94166667,114.52,3
12.51779333,109.2587983,5
12.19666667,109.1983333,3
18.52062,119.1066983,4
19.33,119.9516667,4
8.099903333,109.1091583,1
8.283245,109.265165,2
11.50841333,112.579935,4
10.590425,111.786275,2
8.033345,108.9488833,1
20.09163833,113.6260117,3
8.033328333,108.9488683,3
10.622155,111.7590017,3
17.810545,115.2888583,2
14.13981333,110.383285,1
10.80238167,111.918435,3
14.43192333,115.2486583,1
15.22407833,115.86509,3
18.86903,118.6370883,5
22.20118333,119.6605333,1
11.59997833,113.155605,5
11.217295,112.3286067,1
