latitude,longitude,value
36.8081,135.1298,1
37.2286,134.2546,1
38.9194,133.6313,1
37.3339,131.7463,1
37.0086,132.8337,2
36.4216,130.7342,1
41.0286,132.5391,2
36.8736,131.0077,1
39.185,130.3617,1
38.851,135.191,1
39.19,130.9269,1
36.4774,133.1178,4
41.0326,130.39,1
37.9775,133.2634,2
37.4141,135.199,1
40.2196,130.2787,1
36.6193,133.8488,1
40.7097,135.125,1
38.1071,131.9938,1
36.6158,134.8454,1
41.8437,132.3377,1
38.0339,135.3638,1
40.5342,132.829,1
35.9989,131.8182,1
36.643,133.4743,1
38.2045,134.4139,1
39.7056,130.4019,3
38.924,132.298,2
40.7954,131.8781,1
39.7442,132.7291,1
36.3571,133.3763,1
41.0037,135.2769,1
41.5347,133.2343,3
36.4966,133.566,1
37.0491,131.4136,1
33.938,130.3981,4
35.7125,130.6976,1
33.857,131.1714,1
34.5239,131.0229,3
33.58,131.3113,2
33.7897,130.791,4
34.8764,130.5046,1
35.4123,130.3722,1
36.5271,130.9007,1
35.9005,131.2567,2
34.7067,130.6332,1
33.9372,130.0069,1
36.3551,131.0865,1
33.5814,130.3343,1
35.1358,130.4545,1
34.3365,130.1048,1
36.245,131.1027,1
36.0954,130.4134,2
35.1602,131.1733,3
36.2179,130.3794,1
34.4893,131.1142,4
35.3899,131.0455,5
35.4878,130.8419,1
34.8245,130.2545,1
36.4529,130.1985,1
35.3023,130.2231,1
35.0507,131.1088,1
35.6382,130.3186,2
35.8055,130.1037,3
34.3439,130.2569,1
34.8325,130.4025,1
34.8246,130.0976,1
34.299,130.9559,1
36.6722,131.0901,1
36.4594,130.4372,2
33.9902,130.3944,1
33.6186,131.0929,1
36.0938,130.9358,1
36.2341,130.9904,5
35.1566,131.2458,1
33.6877,130.7923,5
33.9041,130.1784,2
34.5923,130.33,2
34.5141,130.6567,4
35.622,131.1388,3
34.6022,131.2496,3
35.0591,130.0489,1
36.6627,130.4107,1
36.5406,130.117,1
35.8283,130.1532,2
34.9905,131.312,3
34.3106,130.4204,3
34.6895,130.528,1
34.8771,130.035,3
35.3358,130.6574,4
35.6783,130.2411,1
33.8873,130.2317,1
36.6686,130.0013,1
35.6811,131.0283,5
36.5741,130.9941,1
34.5592,130.4604,1
34.2362,130.5816,2
35.1582,130.2125,1
36.6342,130.1483,1
33.8509,130.4135,5
33.6197,131.2644,1
35.6584,130.1402,2
35.3827,130.1124,3
35.1636,130.6333,2
34.4618,130.9866,2
35.6507,130.9001,1
33.8595,131.088,4
35.2157,130.2638,1
36.5632,131.2749,1
33.7151,130.9882,3
34.9377,130.1988,1
34.2308,131.242,1
34.0571,131.0534,3
34.8415,131.1879,2
34.6621,131.0996,2
35.4924,131.1433,3
36.5054,130.5922,1
35.3852,130.397,3
35.8012,130.9837,1
34.5445,131.3114,3
35.9542,130.4049,4
36.3199,131.2236,1
34.549,131.3234,4
33.7641,130.3845,1
34.6489,130.3328,1
34.6666,131.3242,5
34.9641,131.3398,1
33.7502,130.536,1
35.5526,130.4284,1
34.2276,130.6667,1
34.6886,130.0326,2
34.7392,130.5115,2
34.3622,130.5529,2
33.5957,130.7076,4
36.2321,130.6976,4
34.2201,128.5525,4
34.5717,129.5586,1
34.6069,128.3236,1
34.1442,130.2406,2
34.2497,129.177,1
33.8453,128.6441,5
34.7295,127.886,1
34.5664,129.4878,3
33.8286,130.035,1
34.0848,129.3558,1
34.3442,127.854,2
34.3788,128.8454,1
34.02,129.1998,3
34.6676,127.9775,2
33.7324,128.5194,2
33.93,128.0824,1
33.6508,128.1576,1
34.6098,128.136,1
33.6879,129.354,1
34.6886,128.7651,3
34.4147,127.9653,1
34.1309,129.5699,1
33.7558,127.7967,1
34.7984,128.7108,2
33.9466,128.7431,1
34.7791,130.2161,2
34.7928,128.0059,2
34.6147,130.1411,2
34.6457,130.2594,4
34.0293,129.1402,2
34.8143,129.7143,1
33.8106,128.2035,2
34.024,128.5373,1
34.5872,129.5832,1
33.8473,128.1123,1
33.626,127.8897,1
34.5808,127.9516,1
34.0817,128.8787,2
34.1377,129.8672,1
34.4254,128.5578,1
34.3564,127.9271,2
34.0445,129.6288,4
34.3644,129.9674,1
33.9306,128.9693,2
33.6205,127.9553,1
34.6049,128.1126,1
33.9213,129.846,1
34.6862,129.2033,1
34.3933,129.6155,1
34.3901,128.1074,2
34.2033,129.0639,2
34.1125,128.6858,1
34.0227,129.3255,1
33.7072,129.6341,1
34.5028,128.8275,1
34.0118,127.932,1
33.8131,127.8281,5
34.576,128.1283,2
34.6342,130.241,1
33.5887,128.7388,1
33.7765,129.8967,1
34.5174,128.74,1
34.7086,130.1615,4
34.3952,128.3676,2
33.7417,128.2491,4
33.7196,127.8254,1
34.1547,128.5275,2
34.682,128.9769,2
33.7966,128.4033,2
34.5841,127.9864,1
33.9086,128.2648,1
34.6889,128.8339,1
34.6656,128.0184,1
34.0082,129.982,5
33.981,130.1277,2
33.6145,129.2915,3
34.0546,127.8913,1
34.5048,129.865,1
34.272,129.193,2
33.6534,127.829,5
34.7167,128.6734,1
34.1585,129.2801,1
34.3679,128.1901,1
34.3671,128.3027,1
34.0557,128.9958,1
33.9426,128.9389,3
34.5708,127.8632,1
33.8834,129.5617,5
34.614,128.8326,1
34.2167,128.821,2
34.6153,129.4379,1
34.3929,129.0679,1
34.5137,127.8854,1
34.0042,128.3163,1
33.8159,129.1402,2
34.2858,128.5942,1
33.7466,128.1606,1
34.4609,129.2735,1
34.766,129.2326,5
34.4998,128.4171,1
31.7786,123.1468,5
34.3747,122.14,4
34.4111,122.3843,5
34.5413,122.5475,5
35.7921,123.3042,5
34.0375,122.3602,4
31.4773,122.461,4
35.7065,123.6172,5
32.6786,123.0522,4
31.1505,123.2598,4
36.6801,122.0201,2
33.1635,123.7892,5
31.9424,122.5828,2
32.8085,123.2632,2
36.506,122.0129,1
33.222,122.0267,2
34.7512,122.8737,1
32.3314,122.4977,5
31.5024,123.4111,2
32.75,123.1212,3
32.1852,123.5598,5
33.26,122.884,4
34.3501,123.7189,2
32.3974,121.6101,5
37.0488,121.3596,5
31.1858,121.4841,3
31.3042,123.0522,4
33.6585,123.1392,1
36.1295,123.5213,4
36.0881,122.25,4
35.3671,122.3406,3
35.6043,122.717,2
36.4415,123.3496,2
31.1807,122.4919,3
36.2975,121.326,2
35.4967,122.8167,1
32.4427,123.0262,3
34.8224,123.5288,2
35.2376,122.6045,2
35.7087,121.6408,2
31.7618,122.7319,5
34.3944,122.3337,5
35.4481,122.27,4
36.5676,122.7968,3
37.0427,121.8848,4
36.5633,121.781,3
32.5633,123.1486,5
36.298,121.5788,3
31.6131,122.0479,5
37.0641,122.2396,3
33.6363,122.5856,3
36.7847,123.3283,5
35.0799,122.0111,5
32.9689,122.1768,4
32.0744,123.2677,4
34.5608,123.2276,3
35.2536,121.9325,3
34.3841,123.5959,5
32.8754,122.2703,3
32.248,122.8621,2
34.8833,123.0827,2
32.3652,122.3629,2
32.7384,122.7507,3
34.1912,121.7855,4
35.9201,122.1748,3
32.9486,121.9718,3
36.2919,121.3895,5
33.0022,122.3103,3
36.154,122.7072,4
36.8424,122.9621,5
31.9497,122.9072,5
32.6776,121.8815,3
33.6718,121.8876,2
35.4508,123.2149,3
36.5551,121.5295,5
32.4272,123.1988,3
32.9206,122.6851,3
36.7548,122.139,3
33.0877,121.3043,5
32.264,122.3131,3
32.6358,121.6625,3
32.4889,122.9833,3
32.2142,123.3944,3
34.8701,122.7997,2
36.9087,122.4458,3
36.6378,121.3517,3
36.7998,121.998,3
32.3128,123.4521,2
32.3589,123.1688,5
36.9151,123.1406,1
32.2958,123.3081,4
32.4661,121.9806,5
32.6787,123.6729,3
32.7544,121.674,2
35.8062,123.2275,5
32.2161,122.3506,4
36.8876,121.9424,3
34.8775,121.3552,2
31.7295,123.2492,5
33.2291,122.4824,1
